"source","target","text","flow"
"ZA","BW","%flow MWyr",18
"ZA","LS","%flow MWyr",22
"MW","MZ","%flow MWyr",21
"BW","NA","%flow MWyr",146
"SZ","ZA","%flow MWyr",1308
"MZ","SZ","%flow MWyr",1352
"CD","ZM","%flow MWyr",258
"ZW","ZM","%flow MWyr",1028
"BW","ZW","%flow MWyr",115
"MZ","ZW","%flow MWyr",496
"ZA","ZW","%flow MWyr",600
